CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,2520001,2520001,-1,-1,Loss
1,2520001,2550001,-1,-1,Loss
1,2550001,2700001,-1,-1,Loss
1,2700001,3210000,-1,-1,Loss
1,3990001,5970000,-1,-1,Loss
1,5970000,6000000,-1,-1,Loss
4,69180001,69840000,-2,-2,Loss
6,210001,1650001,-1,-2,Loss
6,1650001,1800000,-1,-2,Loss
6,1800000,5670000,-1,-2,Loss
6,5670000,5700001,-1,-2,Loss
6,5700001,6480000,-1,-2,Loss
6,6480000,17670001,-1,-2,Loss
6,17670001,18180000,-1,-2,Loss
6,18180000,18540001,-1,-2,Loss
6,18540001,20130000,-1,-2,Loss
6,20130000,20130001,-1,-2,Loss
6,20130001,23760000,-1,-2,Loss
6,23760000,23760001,-1,-2,Loss
6,23760001,24600000,-1,-2,Loss
6,24600000,26010001,-1,-2,Loss
6,26010001,26340000,-1,-2,Loss
6,26340000,27900001,-1,-2,Loss
6,27900001,28500000,-1,-2,Loss
6,28500000,28500000,-1,-2,Loss
6,28500000,28500000,-1,-2,Loss
6,28500000,28500001,-1,-2,Loss
6,28500001,28500001,-1,-2,Loss
6,28500001,28500001,-1,-2,Loss
6,28500001,28680000,-1,-2,Loss
6,28680001,31080000,-2,-2,Loss
6,31080000,31080001,-2,-2,Loss
6,31080001,31440000,-2,-2,Loss
6,31440000,31470001,-2,-2,Loss
6,31470001,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270001,33270001,-1,-2,Loss
6,33270001,33300000,-1,-2,Loss
6,33300000,33300000,-1,-2,Loss
6,33300000,33300000,-1,-2,Loss
6,33300000,33330001,-1,-2,Loss
6,33330001,33330001,-1,-2,Loss
6,33330001,33330001,-1,-2,Loss
6,33330001,33360000,-1,-2,Loss
6,33360000,33360000,-1,-2,Loss
6,33360001,33360001,-1,-1,Loss
6,33360001,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390001,-1,-1,Loss
6,33390001,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33450000,-1,-1,Loss
6,149010001,149340001,1,1,Gain
6,149340001,150210000,1,1,Gain
6,150690001,151680001,1,1,Gain
