CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,93990001,95550000,1,1,Gain
1,95550000,95610000,1,1,Gain
1,95610000,95700000,1,1,Gain
1,121320001,121320001,1,1,Gain
1,121320001,145740000,1,1,Gain
1,145740000,147390000,1,1,Gain
1,147390000,149040001,1,1,Gain
1,149040001,149040001,1,1,Gain
1,149040001,149040001,1,1,Gain
1,149040001,149160000,1,1,Gain
1,149160000,149160000,1,1,Gain
1,149160000,149160000,1,1,Gain
1,149160000,149190001,1,1,Gain
1,149190001,149220000,1,1,Gain
1,149220000,149850001,1,1,Gain
1,149850001,149850001,1,1,Gain
1,149850001,149850001,1,1,Gain
1,149850001,151440000,1,1,Gain
1,151440000,151980000,1,1,Gain
1,151980000,152040000,1,1,Gain
1,152040000,152040000,1,1,Gain
1,152040000,152040000,1,1,Gain
1,152040000,152040001,1,1,Gain
1,152040001,152160000,1,1,Gain
1,152160000,152160001,1,1,Gain
1,152160001,153420001,1,1,Gain
1,153420001,153450000,1,1,Gain
1,153450000,153450001,1,1,Gain
1,153450001,153480000,1,1,Gain
1,153480000,153480001,1,1,Gain
1,153480001,153480001,1,1,Gain
1,153480001,153480001,1,1,Gain
1,153480001,153540000,1,1,Gain
1,153540000,153540001,1,1,Gain
1,153540001,154410000,1,1,Gain
1,154410000,154920001,1,1,Gain
1,154920001,156750000,1,1,Gain
1,156750000,156780000,1,1,Gain
1,156780000,157110000,1,1,Gain
1,157110000,157140001,1,1,Gain
1,157140001,158640001,1,1,Gain
1,158640001,158940000,1,1,Gain
1,158940000,158940001,1,1,Gain
1,158940001,159750000,1,1,Gain
1,159750000,159750001,1,1,Gain
1,159750001,159780000,1,1,Gain
1,159780000,159780001,1,1,Gain
1,159780001,160950001,1,1,Gain
1,160950001,162690000,1,1,Gain
1,162690000,163380000,1,1,Gain
1,163380000,163380001,1,1,Gain
1,163380001,163590000,1,1,Gain
1,163590000,164490000,1,1,Gain
1,164490000,164490001,1,1,Gain
1,164490001,164760000,1,1,Gain
1,164760000,165930001,1,1,Gain
1,165930001,166530000,1,1,Gain
1,166530000,167640000,1,1,Gain
1,167640000,170460001,1,1,Gain
1,170460001,172320001,1,1,Gain
1,172320001,172650000,1,1,Gain
1,172650000,174090000,1,1,Gain
1,174090000,178260001,1,1,Gain
1,178260001,179640000,1,1,Gain
1,179640000,181140000,1,1,Gain
1,181140000,181140001,1,1,Gain
1,181140001,181950001,1,1,Gain
1,181950001,182040000,1,1,Gain
1,182040000,184260001,1,1,Gain
1,184260001,184290001,1,1,Gain
1,184290001,184320001,1,1,Gain
1,184320001,184920000,1,1,Gain
1,184920000,184950000,1,1,Gain
1,184950000,185550000,1,1,Gain
1,185550000,199080001,1,1,Gain
1,199080001,212430000,1,1,Gain
1,212430000,216210000,1,1,Gain
1,216210000,216210001,1,1,Gain
1,216210001,216870000,1,1,Gain
1,216870000,216870001,1,1,Gain
1,216870001,219840001,1,1,Gain
1,219840001,220380000,1,1,Gain
1,220380000,223440000,1,1,Gain
1,223440000,223890001,1,1,Gain
1,223890001,224580001,1,1,Gain
1,224580001,224760000,1,1,Gain
1,224760000,231870001,1,1,Gain
1,231870001,232860000,1,1,Gain
1,232860000,234480001,1,1,Gain
1,234480001,234480001,1,1,Gain
1,234480001,234480001,1,1,Gain
1,234480001,234540001,1,1,Gain
1,234540001,234570001,1,1,Gain
1,234570001,234570001,1,1,Gain
1,234570001,234570001,1,1,Gain
1,234570001,234600001,1,1,Gain
1,234600001,234630001,1,1,Gain
1,234630001,235140000,1,1,Gain
1,235140000,235200000,1,1,Gain
1,235200000,235500000,1,1,Gain
1,235500000,235500000,1,1,Gain
1,235500000,235500000,1,1,Gain
1,235500000,235530000,1,1,Gain
1,235530000,235680000,1,1,Gain
1,235680000,235740000,1,1,Gain
1,235740000,236790000,1,1,Gain
1,236790000,236790001,1,1,Gain
1,236790001,237090000,1,1,Gain
1,237090000,237090001,1,1,Gain
1,237090001,241680001,1,1,Gain
1,241680001,241920000,1,1,Gain
1,241920000,242580001,1,1,Gain
1,242580001,243030000,1,1,Gain
1,243030000,243030000,1,1,Gain
1,243030000,243030000,1,1,Gain
1,243030000,243390001,1,1,Gain
