CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,6540001,7500001,1,1,Gain
1,7500001,7770001,1,1,Gain
1,7770001,8010001,1,1,Gain
1,8010001,8220000,1,1,Gain
1,8220000,8220001,1,1,Gain
1,8220001,8790000,1,1,Gain
1,8790000,9150001,1,1,Gain
1,9150001,10860000,1,1,Gain
1,10860000,12270000,1,1,Gain
1,12270000,12270001,1,1,Gain
1,12270001,12720000,1,1,Gain
1,12720000,12720001,1,1,Gain
1,12720001,14940000,1,1,Gain
1,14940000,15600001,1,1,Gain
1,15600001,15930000,1,1,Gain
1,15930000,16800000,1,1,Gain
1,16800000,17400001,1,1,Gain
1,17400001,17700001,1,1,Gain
1,17700001,17940001,1,1,Gain
1,17940001,17970001,1,1,Gain
1,17970001,19200000,1,1,Gain
1,19200000,19200001,1,1,Gain
1,19200001,19320000,1,1,Gain
1,19320000,21960000,1,1,Gain
1,21960000,24390000,1,1,Gain
1,24390000,25860001,1,1,Gain
1,25860001,26610001,1,1,Gain
1,26610001,27000001,1,1,Gain
1,27000001,28290000,1,1,Gain
1,28290000,29100000,1,1,Gain
1,29100000,29430000,1,1,Gain
1,29430000,29430001,1,1,Gain
1,29430001,29550000,1,1,Gain
1,31110001,31140000,1,1,Gain
1,31140000,31140001,1,1,Gain
1,31140001,31140001,1,1,Gain
1,31140001,31140001,1,1,Gain
1,31140001,33960000,1,1,Gain
1,33960000,33960000,1,1,Gain
1,35460001,35640000,1,1,Gain
1,35640000,35640001,1,1,Gain
1,35640001,36930000,1,1,Gain
1,36930000,36930001,1,1,Gain
1,36930001,36960000,1,1,Gain
1,36960000,36960000,1,1,Gain
1,36960000,36960000,1,1,Gain
1,36960000,36960001,1,1,Gain
1,36960001,36990000,1,1,Gain
1,36990000,36990001,1,1,Gain
1,36990001,37020000,1,1,Gain
1,77400001,77970001,1,1,Gain
1,77970001,78000001,1,1,Gain
1,78000001,78570000,1,1,Gain
1,84540001,85590001,1,1,Gain
1,85590001,85740001,1,1,Gain
1,85740001,85770001,1,1,Gain
1,85770001,86370000,1,1,Gain
1,149850001,149850001,1,1,Gain
