CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
4,37620001,38490001,1,1,Gain
4,38490001,38640001,1,1,Gain
4,38640001,38940001,1,1,Gain
4,38940001,38970001,1,1,Gain
4,38970001,39060001,1,1,Gain
4,39060001,39450001,1,1,Gain
4,39450001,39480001,1,1,Gain
4,39480001,40740000,1,1,Gain
4,40740000,40740000,1,1,Gain
4,40740000,40740000,1,1,Gain
4,40740000,40800000,1,1,Gain
4,40800000,40830000,1,1,Gain
4,40830000,41220000,1,1,Gain
4,41220000,41580000,1,1,Gain
4,41580000,41580001,1,1,Gain
4,41580001,41670000,1,1,Gain
4,41670000,41670000,1,1,Gain
4,69180001,69840000,-2,-2,Loss
6,28500001,28500001,-2,-2,Loss
6,28500001,28680000,-2,-2,Loss
6,28680000,28680001,-2,-2,Loss
6,28680001,31080000,-2,-2,Loss
6,31080000,31080001,-2,-2,Loss
6,31080001,31440000,-2,-2,Loss
6,31440000,31470001,-2,-2,Loss
6,31470001,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33360000,-2,-2,Loss
6,33360000,33360000,-2,-2,Loss
6,33360000,33360000,-2,-2,Loss
6,33360000,33360001,-2,-2,Loss
6,33360001,33360001,-2,-2,Loss
6,33360001,33360001,-2,-2,Loss
6,33360001,33390000,-2,-2,Loss
6,33390000,33390000,-2,-2,Loss
17,43410001,43500000,-2,-2,Loss
17,43710001,81090000,-1,-2,Loss
18,2520001,2640001,1,1,Gain
18,2640001,3720000,1,1,Gain
