CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,149850001,149850001,1,1,Gain
1,149850001,151440000,1,1,Gain
1,151440000,151980000,1,1,Gain
1,151980000,152040000,1,1,Gain
1,234570001,234600001,1,1,Gain
1,234600001,234630001,1,1,Gain
1,234630001,235140000,1,1,Gain
1,235140000,235200000,1,1,Gain
1,235200000,235500000,1,1,Gain
1,235500000,235500000,1,1,Gain
4,39450001,39480001,1,1,Gain
4,39480001,40740000,1,1,Gain
4,40740000,40740000,1,1,Gain
4,40740000,40740000,1,1,Gain
4,40740000,40800000,1,1,Gain
4,69180001,69840000,-2,-2,Loss
6,28500001,28500001,-2,-2,Loss
6,28500001,28680000,-2,-2,Loss
6,28680000,28680001,-2,-2,Loss
6,28680001,31080000,-2,-2,Loss
6,31080000,31080001,-2,-2,Loss
6,31080001,31440000,-2,-2,Loss
6,31440000,31470001,-2,-2,Loss
6,31470001,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
8,1680001,2040000,1,1,Gain
8,2040000,2400000,1,1,Gain
8,2400000,6270000,1,1,Gain
8,6270000,6780001,1,1,Gain
8,6780001,6810001,1,1,Gain
8,6810001,6930000,1,1,Gain
8,6930000,6930000,1,1,Gain
8,6930000,6930000,1,1,Gain
8,6930000,8100001,1,1,Gain
8,8100001,8100001,1,1,Gain
8,8100001,8100001,1,1,Gain
8,8100001,9000000,1,1,Gain
8,9000000,9030000,1,1,Gain
8,9030000,9720001,1,1,Gain
8,9720001,11640000,1,1,Gain
8,11640000,11850000,1,1,Gain
8,11850000,12570001,1,1,Gain
8,12570001,12960000,1,1,Gain
8,29430001,30030000,1,1,Gain
8,30030000,30720000,1,1,Gain
8,30720000,30720001,1,1,Gain
8,30720001,31050000,1,1,Gain
8,31050000,31050001,1,1,Gain
8,31050001,32070000,1,1,Gain
8,32070000,33390001,1,1,Gain
8,33390001,34170000,1,1,Gain
8,34170000,35610000,1,1,Gain
8,35610000,35610001,1,1,Gain
8,35610001,36180000,1,1,Gain
8,36180000,36180001,1,1,Gain
8,36180001,36390000,1,1,Gain
8,36390000,36660000,1,1,Gain
8,36660000,36660001,1,1,Gain
8,36660001,36690000,1,1,Gain
8,36690000,36690001,1,1,Gain
8,36690001,38940000,1,1,Gain
8,38940000,38940001,1,1,Gain
8,38940001,38970000,1,1,Gain
8,38970000,38970001,1,1,Gain
8,38970001,39240000,1,1,Gain
8,39240000,39240001,1,1,Gain
8,39240001,39240001,1,1,Gain
8,39240001,39240001,1,1,Gain
8,39240001,39390000,1,1,Gain
8,39390000,39390000,1,1,Gain
8,39390000,39390000,1,1,Gain
8,39390000,39390001,1,1,Gain
8,39390001,39420001,1,1,Gain
8,39420001,40290000,1,1,Gain
8,40290000,40290001,1,1,Gain
8,40290001,41760000,1,1,Gain
8,41760000,41760001,1,1,Gain
8,41760001,41790001,1,1,Gain
8,41790001,42390000,1,1,Gain
8,42390000,43080000,1,1,Gain
8,43080000,43110001,1,1,Gain
8,43110001,48120000,1,1,Gain
8,48120000,48120001,1,1,Gain
8,48120001,49860000,1,1,Gain
8,49860000,49860001,1,1,Gain
8,49860001,54390001,1,1,Gain
8,54390001,55770000,1,1,Gain
8,55770000,55770001,1,1,Gain
8,55770001,56700000,1,1,Gain
8,56700000,56700001,1,1,Gain
8,56700001,57150000,1,1,Gain
8,57150000,57150001,1,1,Gain
8,57150001,59460000,1,1,Gain
8,59460000,59460001,1,1,Gain
8,59460001,60150000,1,1,Gain
8,60150000,60150001,1,1,Gain
8,60150001,61740000,1,1,Gain
8,61740000,61740001,1,1,Gain
8,61740001,61980000,1,1,Gain
8,61980000,61980001,1,1,Gain
8,61980001,66420000,1,1,Gain
8,66420000,66420001,1,1,Gain
8,66420001,67290001,1,1,Gain
8,67290001,67320001,1,1,Gain
8,67320001,68280000,1,1,Gain
8,68280000,68340000,1,1,Gain
8,68340000,75360001,1,1,Gain
8,75360001,75780000,1,1,Gain
8,75780000,80640001,1,1,Gain
8,80640001,81540000,1,1,Gain
8,81540000,85920001,1,1,Gain
8,85920001,86010001,1,1,Gain
8,86010001,87570000,1,1,Gain
8,87570000,87570001,1,1,Gain
8,87570001,87660000,1,1,Gain
8,87660000,90750001,1,1,Gain
8,90750001,91050000,1,1,Gain
8,91050000,92970000,1,1,Gain
8,92970000,92970001,1,1,Gain
8,92970001,93450000,1,1,Gain
8,93450000,93450001,1,1,Gain
8,93450001,94710001,1,1,Gain
8,94710001,96300000,1,1,Gain
8,96300000,96300001,1,1,Gain
8,96300001,96360000,1,1,Gain
8,96360000,97170000,1,1,Gain
8,97170000,97200001,1,1,Gain
8,97200001,97230000,1,1,Gain
8,97230000,97230001,1,1,Gain
8,97230001,99690001,1,1,Gain
8,99690001,103890000,1,1,Gain
8,103890000,104460000,1,1,Gain
8,104460000,104460001,1,1,Gain
8,104460001,115740000,1,1,Gain
8,115740000,115740001,1,1,Gain
8,115740001,116040000,1,1,Gain
8,116040000,116160001,1,1,Gain
8,116160001,116400001,1,1,Gain
8,116400001,117240000,1,1,Gain
