CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,2700001,3210000,-1,-1,Loss
1,3210000,3990001,-1,-1,Loss
1,3990001,5970000,-1,-1,Loss
1,5970000,6000000,-1,-1,Loss
1,6000000,6210000,-1,-1,Loss
1,6210000,6210001,-1,-1,Loss
1,6210001,6240000,-1,-1,Loss
1,6240000,6240000,-1,-1,Loss
1,6240000,6240000,-1,-1,Loss
1,6240000,6420000,-1,-1,Loss
1,29580001,29610000,-1,-1,Loss
1,29610000,29610001,-1,-1,Loss
1,29610001,29610001,-1,-1,Loss
1,29610001,29610001,-1,-1,Loss
1,29610001,29640001,-1,-1,Loss
1,29640001,30360000,-1,-1,Loss
1,33960001,33990000,-1,-1,Loss
1,33990000,33990000,-1,-1,Loss
1,33990000,33990000,-1,-1,Loss
1,33990000,33990001,-1,-1,Loss
1,33990001,33990001,-1,-1,Loss
1,33990001,33990001,-1,-1,Loss
1,33990001,34110000,-1,-1,Loss
1,34110000,34110001,-1,-1,Loss
1,34110001,34140000,-1,-1,Loss
1,34140000,35160000,-1,-1,Loss
1,35160000,35160001,-1,-1,Loss
1,35160001,35160001,-1,-1,Loss
1,35160001,35160001,-1,-1,Loss
1,35160001,35220001,-1,-1,Loss
1,35220001,35250000,-1,-1,Loss
1,105870001,107940000,-1,-1,Loss
1,149040001,149040001,-1,-2,Loss
1,149040001,149160000,-1,-2,Loss
1,149160000,149160000,-1,-2,Loss
1,152040001,152160000,-1,-1,Loss
1,152160000,152160001,-1,-1,Loss
1,152160001,153420001,-1,-1,Loss
1,153420001,153450000,-1,-1,Loss
1,153450000,153450001,-1,-1,Loss
1,153450001,153480000,-1,-1,Loss
1,153480000,153480001,-1,-1,Loss
1,153480001,153480001,-1,-1,Loss
1,153480001,153480001,-1,-1,Loss
1,153480001,153540000,-1,-1,Loss
1,157140001,158640001,-1,-1,Loss
1,158640001,158940000,-1,-1,Loss
1,158940000,158940001,-1,-1,Loss
1,158940001,159750000,-1,-1,Loss
1,159750000,159750001,-1,-1,Loss
1,159750001,159780000,-1,-1,Loss
1,236790001,237090000,-1,-1,Loss
1,237090000,237090001,-1,-1,Loss
1,237090001,241680001,-1,-1,Loss
1,241680001,241920000,-1,-1,Loss
1,241920000,242580001,-1,-1,Loss
1,242580001,243030000,-1,-1,Loss
1,243030000,243030000,-1,-1,Loss
1,243030000,243030000,-1,-1,Loss
1,243030000,243390001,-1,-1,Loss
1,243390001,243570000,-1,-1,Loss
1,245250001,247230000,-1,-1,Loss
1,247230000,247230001,-1,-1,Loss
1,247230001,247260001,-1,-1,Loss
1,247260001,249210000,-1,-1,Loss
2,30001,1530000,-1,-1,Loss
2,1530000,4260000,-1,-1,Loss
2,60990001,61080000,1,1,Gain
2,61080000,61080001,1,1,Gain
2,61080001,61710000,1,1,Gain
2,61710000,62280000,1,1,Gain
3,32520001,33300001,1,1,Gain
3,33300001,33870000,1,1,Gain
3,33870000,33870000,1,1,Gain
3,57390001,57930000,1,1,Gain
3,135780001,135840000,1,1,Gain
