CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
4,69180001,69840000,-2,-2,Loss
4,175560001,176400000,-1,-1,Loss
6,28500001,28680000,-2,-2,Loss
6,28680000,28680001,-2,-2,Loss
6,28680001,31080000,-2,-2,Loss
6,31080000,31080001,-2,-2,Loss
6,31080001,31440000,-2,-2,Loss
6,31440000,31470001,-2,-2,Loss
6,31470001,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33360000,-2,-2,Loss
6,33360001,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390001,-1,-1,Loss
6,33390001,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33450000,-1,-1,Loss
8,39240001,39390000,-1,-1,Loss
10,76350001,76350001,1,1,Gain
10,76350001,76620000,1,1,Gain
10,76620000,76740000,1,1,Gain
10,76740000,76770000,1,1,Gain
10,76770000,76770000,1,1,Gain
10,76770000,76770000,1,1,Gain
10,76770000,76980000,1,1,Gain
10,76980000,77010000,1,1,Gain
10,86280001,86760001,-1,-1,Loss
10,86760001,87600001,-1,-1,Loss
10,87600001,87720001,-1,-1,Loss
10,87720001,88140000,-1,-1,Loss
10,106290001,106740001,-1,-1,Loss
10,106740001,107850000,-1,-1,Loss
10,107850000,107850001,-1,-1,Loss
10,107850001,108030000,-1,-1,Loss
10,108030000,108150000,-1,-1,Loss
10,109590001,109620001,-1,-1,Loss
10,109620001,110850000,-1,-1,Loss
10,110850000,111570000,-1,-1,Loss
10,111570000,111600001,-1,-1,Loss
10,111600001,111600001,-1,-1,Loss
10,111600001,111600001,-1,-1,Loss
10,111600001,111630000,-1,-1,Loss
10,129930001,129990001,-1,-1,Loss
10,129990001,130020001,-1,-1,Loss
10,130020001,130350000,-1,-1,Loss
10,130350000,131880001,-1,-1,Loss
10,131880001,131940000,-1,-1,Loss
11,119160001,119280000,-1,-1,Loss
11,119280000,119280000,-1,-1,Loss
11,119280000,119280000,-1,-1,Loss
11,119280000,119280001,-1,-1,Loss
11,119280001,119970000,-1,-1,Loss
11,119970000,119970001,-1,-1,Loss
11,119970001,120030000,-1,-1,Loss
11,121650001,123360000,-1,-1,Loss
11,123360000,123360001,-1,-1,Loss
11,123360001,125730001,-1,-1,Loss
11,125730001,125760000,-1,-1,Loss
11,126270001,126300000,-1,-1,Loss
11,126300000,126300001,-1,-1,Loss
11,126300001,126360001,-1,-1,Loss
11,126360001,127860000,-1,-1,Loss
11,127860000,127860001,-1,-1,Loss
11,127860001,127920000,-1,-1,Loss
11,130920001,130950000,-1,-1,Loss
11,130950000,130980001,-1,-1,Loss
11,130980001,132480001,-1,-1,Loss
11,132480001,132780000,-1,-1,Loss
11,132780000,133770000,-1,-1,Loss
11,133770000,133770001,-1,-1,Loss
11,133770001,134250000,-1,-1,Loss
11,134250000,134250001,-1,-1,Loss
11,134250001,134940000,-1,-1,Loss
14,20190001,20280000,1,1,Gain
14,20280000,20280000,1,1,Gain
14,68280001,68280001,1,1,Gain
14,68280001,69270000,1,1,Gain
14,69270000,69570000,1,1,Gain
14,69570000,69600000,1,1,Gain
15,38400001,38700001,1,1,Gain
15,38700001,38790000,1,1,Gain
15,38790000,38790001,1,1,Gain
15,38790001,40740001,1,1,Gain
15,40740001,40830000,1,1,Gain
15,40830000,40830001,1,1,Gain
15,40830001,41610000,1,1,Gain
15,41610000,42060000,1,1,Gain
15,42060000,45090000,1,1,Gain
15,45090000,46020000,1,1,Gain
15,49710001,51360000,1,1,Gain
15,51360000,51360001,1,1,Gain
15,51360001,51450000,1,1,Gain
15,51450000,51450001,1,1,Gain
15,51450001,51750000,1,1,Gain
15,51750000,51750001,1,1,Gain
15,51750001,52020000,1,1,Gain
15,52020000,52020001,1,1,Gain
15,52020001,53010000,1,1,Gain
15,53010000,53010001,1,1,Gain
15,53010001,53040000,1,1,Gain
15,53040000,53040001,1,1,Gain
15,53040001,53070000,1,1,Gain
15,53070000,53070000,1,1,Gain
15,55470001,55470001,1,1,Gain
15,55470001,59820001,1,1,Gain
15,59820001,60570000,1,1,Gain
15,60570000,60570001,1,1,Gain
15,60570001,62310000,1,1,Gain
15,62310000,62310001,1,1,Gain
15,62310001,63060001,1,1,Gain
15,63060001,64410000,1,1,Gain
15,64410000,65160000,1,1,Gain
15,65160000,65160001,1,1,Gain
15,65160001,66180000,1,1,Gain
15,66570001,69540000,1,1,Gain
15,69540000,69540001,1,1,Gain
15,69540001,70590000,1,1,Gain
15,70590000,70590001,1,1,Gain
15,70590001,73410000,1,1,Gain
15,73410000,73590000,1,1,Gain
15,74760001,76320000,1,1,Gain
15,99120001,99120001,1,1,Gain
15,99120001,99150001,1,1,Gain
15,99150001,100020000,1,1,Gain
15,100020000,100380000,1,1,Gain
15,100380000,102390000,1,1,Gain
17,1,32640001,-1,-2,Loss
17,32640001,43410000,-1,-2,Loss
17,43410000,43410001,-1,-2,Loss
17,43410001,43500000,-1,-2,Loss
17,43500000,43710001,-1,-2,Loss
17,43710001,81090000,-1,-2,Loss
19,49830001,49830001,1,1,Gain
19,49830001,50400001,1,1,Gain
19,50400001,50430000,1,1,Gain
19,50430000,50430001,1,1,Gain
19,50430001,50430001,1,1,Gain
19,50430001,50430001,1,1,Gain
19,50430001,50460000,1,1,Gain
19,52290001,52800000,1,1,Gain
19,57690001,57690001,1,1,Gain
19,57690001,57720001,1,1,Gain
19,57720001,57750000,1,1,Gain
19,57750000,58680000,1,1,Gain
19,58680000,58740000,1,1,Gain
19,58740000,59100000,1,1,Gain
22,47430001,47550001,-1,-1,Loss
22,47550001,48300001,-1,-1,Loss
22,48300001,50130000,-1,-1,Loss
22,50130000,50160000,-1,-1,Loss
