CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,2520001,2520001,-1,-1,Loss
1,2520001,2550001,-1,-1,Loss
1,2550001,2700001,-1,-1,Loss
1,2700001,3210000,-1,-1,Loss
1,3210000,3990001,-1,-1,Loss
1,3990001,5970000,-1,-1,Loss
1,5970000,6000000,-1,-1,Loss
1,6000000,6210000,-1,-1,Loss
1,6210000,6210001,-1,-1,Loss
1,6210001,6240000,-1,-1,Loss
1,6240000,6240000,-1,-1,Loss
1,6240000,6240000,-1,-1,Loss
1,6240000,6420000,-1,-1,Loss
1,6420000,6540000,-1,-1,Loss
1,29610001,29610001,-1,-1,Loss
1,29610001,29640001,-1,-1,Loss
1,29640001,30360000,-1,-1,Loss
1,30360000,31020000,-1,-1,Loss
1,31020000,31020001,-1,-1,Loss
1,31020001,31080000,-1,-1,Loss
1,31080000,31080000,-1,-1,Loss
1,33960001,33990000,-1,-1,Loss
1,33990000,33990000,-1,-1,Loss
1,33990000,33990000,-1,-1,Loss
1,33990000,33990001,-1,-1,Loss
1,33990001,33990001,-1,-1,Loss
1,33990001,33990001,-1,-1,Loss
1,33990001,34110000,-1,-1,Loss
1,34110000,34110001,-1,-1,Loss
1,34110001,34140000,-1,-1,Loss
1,34140000,35160000,-1,-1,Loss
1,35160000,35160001,-1,-1,Loss
1,35160001,35160001,-1,-1,Loss
1,35160001,35160001,-1,-1,Loss
1,35160001,35220001,-1,-1,Loss
1,35220001,35250000,-1,-1,Loss
1,35250000,35250001,-1,-1,Loss
1,35250001,35400000,-1,-1,Loss
1,35400000,35400001,-1,-1,Loss
1,35400001,35460000,-1,-1,Loss
1,99240001,99870000,-1,-1,Loss
1,152160001,153420001,-1,-1,Loss
1,153420001,153450000,-1,-1,Loss
1,153450000,153450001,-1,-1,Loss
1,153450001,153480000,-1,-1,Loss
1,157140001,158640001,-1,-1,Loss
1,158640001,158940000,-1,-1,Loss
1,158940000,158940001,-1,-1,Loss
1,158940001,159750000,-1,-1,Loss
1,165930001,166530000,-1,-1,Loss
1,181140001,181950001,-1,-1,Loss
1,181950001,182040000,-1,-1,Loss
1,236790001,237090000,-1,-1,Loss
1,237090000,237090001,-1,-1,Loss
1,237090001,241680001,-1,-1,Loss
1,241680001,241920000,-1,-1,Loss
1,241920000,242580001,-1,-1,Loss
